issn,scope,index,h_index,quartile.year,quartile.quartile_value,sjr.year,sjr.sjr_value,impact_factor.year,impact_factor.impact_factor_value,quartile
1867-1152,"Advances in Pure and Applied Mathematics is an international mathematics journal. It welcomes submissions from the entire field of pure and applied mathematics, including: all branches of analysis, applied harmonic analysis (mathematical aspects of signal processing, time-frequency analysis methods, uncertainty principles, sampling theory), partial differential equations, ordinary differential equations, approximations and expansion, mathematical physics, dynamic systems, mathematical and numerical aspects of inverse problems, statistics, probability theory.",WOS,16,2023,Q3,2023,0.253,2023,0.583,
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
2314-4629,"Journal of Mathematics is a broad scope journal that publishes original research articles as well as review articles on all aspects of both pure and applied mathematics. As well as original research, Journal of Mathematics also publishes focused review articles that assess the state of the art, and identify upcoming challenges and promising solutions for the community.",WOS,24,2023,Q3,2023,0.310,2023,1.268,
1425-6908,"Journal of Applied Analysis is an international journal devoted to applications of mathematical analysis. Among them there are applications to economics (in particular finance and insurance), mathematical physics, mechanics and computer sciences. The journal also welcomes works showing connections between mathematical analysis and other domains of mathematics such as geometry, topology, logic and set theory. The journal is jointly produced by the Institute of Mathematics of the Technical University of Łódź and De Gruyter. Topics include: -applications of mathematical analysis (real and complex, harmonic, convex, variational)- differential equations- dynamical systems- optimization (linear, nonlinear, convex, nonsmooth, multicriterial)- optimal control- stochastic modeling and probability theory- numerical methods",WOS,18,2023,Q4,2023,0.243,2023,0.759,
2472-7652,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
2158-107X,Information not localized,WOS,47,2023,Q3,2023,0.278,2023,1.374,
0020-7160,"International Journal of Computer Mathematics (IJCM) is a world-leading journal serving the community of researchers in numerical analysis and  scientific computing from academia to industry. IJCM publishes original research papers of high scientific value in fields of computational mathematics with profound applications to science and engineering. IJCM welcomes papers on the analysis and applications of innovative computational strategies as well as those with rigorous explorations of cutting-edge techniques and concerns in computational mathematics. Topics IJCM considers include: • Numerical solutions of systems of partial differential equations • Numerical solution of systems or of multi-dimensional partial differential equations • Theory and computations of nonlocal modelling and fractional partial differential equations • Novel multi-scale modelling and computational strategies • Parallel computations • Numerical optimization and controls • Imaging algorithms and vision configurations • Computational stochastic processes and inverse problems • Stochastic partial differential equations, Monte Carlo simulations and uncertainty quantification • Computational finance and applications • Highly vibrant and robust algorithms, and applications in modern industries, including but not limited to multi-physics, economics and biomedicine.",WOS,56,2023,Q3,2023,0.502,2023,1.919,
1079-2724,"Journal of Dynamical and Control Systems presents peer-reviewed survey and original research articles which examine the entire spectrum of issues related to dynamical systems, focusing on the theory of smooth dynamical systems with analyses of measure-theoretical, topological, and bifurcational aspects. The journal covers all essential branches of the theory - local, semilocal, and global - including the theory of foliations. Control systems coverage spotlights the geometric control theory, which unifies Lie-algebraic and differential-geometric methods of investigation in control and optimization, and ultimately relates to the general theory of dynamical systems, in particular, sub-Riemannian geometry is covered. Additional authoritative contributions describe ongoing investigations and innovative solutions to unsolved problems. Detailed reviews of newly published books relevant to future studies in the field are also included. Journal of Dynamical and Control Systems will serve as a highly useful reference for mathematicians, students, and researchers interested in the many facets of dynamical and control systems.",WOS,42,2023,Q2,2023,0.469,2023,0.840,
1072-6691,"All topics on differential equations and their applications (ODEs, PDEs, integral equations, delay equations, functional differential equations, etc.) will be considered for publication in Electronic Journal of Differential Equations.",WOS,52,2023,Q3,2023,0.415,2023,0.750,
0362-546X,"Nonlinear Analysis aims at publishing high quality research papers broadly related to the analysis of partial differential equations and their applications. Emphasis is placed on papers establishing and nourishing connections with related fields, like geometric analysis and mathematical physics. Submissions are encouraged in the areas of expertise of the editorial board, although not limited to them, especially so if highlighting new connections and directions of research.",WOS,136,2023,Q1,2023,1.278,2023,1.457,
2158-107X,Information not localized,WOS,47,2023,Q3,2023,0.278,2023,1.374,
2626-8493,Information not localized,WOS,22,2023,Q2,2023,0.390,2023,3.000,
2468-2276,"Scientific African is a peer reviewed, open access, inter- and multidisciplinary scientific journal that is dedicated to expanding access to African research, increasing intra-African scientific collaboration, and building academic research capacity in Africa. The journal aims to provide a modern, highly-visible platform for publishing pan-African research and welcomes submissions from all scientific disciplines in the following broad categories: AGF - Agriculture and Food Security CHE - Chemistry CON - Conservation and Sustainability Studies ECO - Economics and Business ENV - Environmental and Geosciences ITE - Information Technology and Engineering LIF - Life and Health Sciences MAT - Mathematics PHY - Physical Sciences SOC - Social Sciences and Policy The journal welcomes submissions of full text research articles, reviews but also publishes invited perspectives and critical policy papers.",WOS,36,2023,Q1,2023,0.575,2023,3.347,
2468-2276,"Scientific African is a peer reviewed, open access, inter- and multidisciplinary  scientific journal that is dedicated to expanding access to African research, increasing intra-African scientific collaboration, and building academic research capacity in Africa. The journal aims to provide a modern, highly-visible platform for publishing pan-African research and welcomes submissions from all scientific disciplines in the following broad categories: AGF - Agriculture and Food Security CHE - Chemistry CON - Conservation and Sustainability Studies ECO - Economics and Business ENV - Environmental and Geosciences ITE - Information Technology and Engineering LIF - Life and Health Sciences MAT - Mathematics PHY - Physical Sciences SOC - Social Sciences and Policy The journal welcomes submissions of full text research articles, reviews but also publishes invited perspectives and critical policy papers.",WOS,36,2023,Q1,2023,0.575,2023,3.347,
